EmployeeNumber,Age,Gender,BusinessTravel,DistanceFromHome,Education,EducationField,MaritalStatus,Department,JobRole,Attrition
1315,28,Female,Non-Travel,1,3,Life Sciences,Married,Research & Development,Laboratory Technician,No
1317,50,Female,Travel_Rarely,28,3,Life Sciences,Married,Research & Development,Research Director,No
1318,40,Male,Travel_Rarely,25,4,Marketing,Single,Sales,Sales Executive,Yes
1319,52,Male,Travel_Rarely,5,3,Life Sciences,Single,Sales,Sales Executive,Yes
1321,30,Female,Travel_Rarely,17,4,Medical,Married,Research & Development,Manager,No
1322,39,Male,Travel_Rarely,18,2,Life Sciences,Single,Research & Development,Manufacturing Director,No
1324,31,Female,Non-Travel,2,4,Life Sciences,Divorced,Sales,Sales Executive,No
1329,41,Male,Non-Travel,10,2,Medical,Single,Sales,Sales Executive,No
1331,31,Female,Travel_Frequently,1,3,Life Sciences,Single,Sales,Sales Representative,Yes
1333,44,Male,Travel_Rarely,3,3,Life Sciences,Married,Research & Development,Laboratory Technician,Yes
1334,42,Male,Non-Travel,2,1,Life Sciences,Married,Research & Development,Manager,No
1336,55,Female,Travel_Rarely,2,2,Medical,Married,Research & Development,Manager,No
1338,56,Male,Travel_Rarely,8,4,Life Sciences,Single,Human Resources,Manager,No
1340,40,Male,Non-Travel,16,2,Life Sciences,Divorced,Research & Development,Research Scientist,No
1344,34,Male,Travel_Rarely,9,3,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
1346,40,Male,Travel_Rarely,2,3,Life Sciences,Single,Research & Development,Research Scientist,No
1349,41,Female,Travel_Frequently,1,3,Marketing,Divorced,Sales,Sales Executive,No
1350,35,Male,Travel_Frequently,4,4,Life Sciences,Single,Research & Development,Research Scientist,No
1352,51,Male,Travel_Rarely,5,3,Life Sciences,Divorced,Human Resources,Manager,No
1355,38,Female,Travel_Rarely,2,2,Life Sciences,Divorced,Sales,Sales Executive,No
1356,34,Female,Travel_Rarely,15,2,Medical,Single,Sales,Sales Executive,No
1358,25,Male,Travel_Rarely,19,1,Medical,Married,Research & Development,Laboratory Technician,No
1360,58,Female,Travel_Rarely,7,4,Medical,Married,Research & Development,Manufacturing Director,Yes
1361,40,Male,Travel_Rarely,1,4,Life Sciences,Married,Research & Development,Laboratory Technician,No
1362,36,Female,Travel_Frequently,7,3,Marketing,Married,Sales,Sales Executive,No
1363,48,Male,Travel_Rarely,4,3,Life Sciences,Single,Research & Development,Manufacturing Director,No
1364,27,Female,Travel_Rarely,11,3,Medical,Married,Sales,Sales Representative,No
1367,51,Female,Travel_Rarely,11,2,Technical Degree,Single,Research & Development,Manufacturing Director,No
1368,18,Female,Non-Travel,1,3,Life Sciences,Single,Research & Development,Laboratory Technician,No
1369,35,Female,Travel_Rarely,1,3,Medical,Married,Research & Development,Laboratory Technician,No
1371,27,Male,Travel_Frequently,2,1,Life Sciences,Single,Sales,Sales Executive,No
1372,55,Male,Travel_Rarely,13,4,Marketing,Single,Sales,Sales Executive,Yes
1373,56,Male,Travel_Rarely,23,3,Life Sciences,Married,Research & Development,Manufacturing Director,No
1374,34,Female,Non-Travel,26,1,Technical Degree,Divorced,Research & Development,Research Scientist,No
1375,40,Female,Travel_Rarely,2,1,Medical,Divorced,Research & Development,Healthcare Representative,No
1377,34,Male,Travel_Rarely,29,3,Medical,Married,Research & Development,Laboratory Technician,No
1379,31,Female,Travel_Frequently,2,3,Life Sciences,Single,Sales,Sales Representative,Yes
1380,35,Female,Travel_Frequently,18,4,Marketing,Married,Sales,Sales Executive,Yes
1382,38,Male,Travel_Frequently,7,3,Life Sciences,Divorced,Research & Development,Research Scientist,No
1383,34,Female,Travel_Rarely,2,4,Technical Degree,Single,Research & Development,Healthcare Representative,No
1387,28,Male,Travel_Rarely,26,3,Life Sciences,Married,Sales,Sales Executive,No
1389,31,Male,Travel_Rarely,22,4,Medical,Married,Research & Development,Manufacturing Director,Yes
1390,39,Male,Travel_Rarely,21,4,Life Sciences,Married,Sales,Sales Executive,No
1391,51,Male,Travel_Frequently,2,3,Marketing,Married,Sales,Sales Executive,No
1392,41,Female,Travel_Frequently,22,3,Life Sciences,Divorced,Research & Development,Research Scientist,No
1394,37,Male,Travel_Rarely,4,1,Life Sciences,Married,Research & Development,Research Scientist,No
1395,33,Male,Travel_Frequently,5,1,Life Sciences,Married,Sales,Sales Executive,No
1396,32,Male,Travel_Rarely,2,1,Marketing,Married,Sales,Sales Executive,No
1397,39,Male,Non-Travel,25,2,Life Sciences,Married,Research & Development,Healthcare Representative,No
1399,25,Male,Travel_Rarely,18,1,Life Sciences,Married,Sales,Sales Executive,No
1401,52,Female,Travel_Frequently,28,2,Medical,Married,Research & Development,Manufacturing Director,No
1402,43,Female,Travel_Rarely,6,3,Medical,Single,Research & Development,Research Scientist,No
1403,27,Female,Travel_Rarely,10,3,Marketing,Married,Sales,Sales Executive,No
1405,27,Female,Travel_Rarely,17,4,Life Sciences,Single,Research & Development,Research Scientist,Yes
1407,26,Male,Travel_Rarely,2,1,Medical,Single,Research & Development,Research Scientist,No
1408,42,Female,Travel_Rarely,10,3,Human Resources,Married,Human Resources,Manager,No
1409,52,Female,Travel_Rarely,8,4,Other,Married,Research & Development,Laboratory Technician,No
1411,37,Female,Travel_Rarely,11,3,Medical,Single,Research & Development,Laboratory Technician,No
1412,35,Male,Travel_Frequently,18,2,Life Sciences,Single,Research & Development,Manufacturing Director,No
1415,25,Male,Travel_Rarely,1,3,Technical Degree,Married,Research & Development,Laboratory Technician,No
1417,26,Male,Travel_Rarely,7,3,Other,Single,Research & Development,Laboratory Technician,No
1419,29,Male,Travel_Rarely,17,3,Other,Single,Human Resources,Human Resources,No
1420,49,Male,Travel_Frequently,28,2,Life Sciences,Single,Research & Development,Laboratory Technician,Yes
1421,29,Female,Travel_Frequently,14,1,Other,Single,Research & Development,Healthcare Representative,Yes
1422,54,Female,Travel_Rarely,1,3,Medical,Single,Research & Development,Research Director,No
1423,58,Female,Travel_Rarely,1,3,Medical,Married,Research & Development,Research Director,No
1424,55,Male,Travel_Rarely,1,4,Medical,Divorced,Research & Development,Research Director,No
1425,36,Female,Travel_Rarely,3,4,Marketing,Single,Sales,Sales Executive,No
1427,31,Female,Travel_Frequently,1,4,Life Sciences,Single,Sales,Sales Representative,Yes
1428,30,Female,Travel_Rarely,7,4,Marketing,Divorced,Sales,Sales Executive,No
1430,31,Female,Travel_Rarely,8,5,Life Sciences,Single,Research & Development,Research Director,No
1431,34,Male,Travel_Frequently,1,4,Other,Divorced,Research & Development,Research Scientist,No
1433,31,Female,Travel_Rarely,8,3,Life Sciences,Single,Research & Development,Research Scientist,Yes
1434,27,Male,Travel_Rarely,11,1,Life Sciences,Married,Research & Development,Laboratory Technician,No
1435,36,Male,Travel_Rarely,4,4,Life Sciences,Single,Research & Development,Laboratory Technician,No
1436,36,Female,Travel_Rarely,16,4,Marketing,Married,Sales,Sales Executive,No
1438,47,Male,Travel_Rarely,1,3,Technical Degree,Married,Research & Development,Research Scientist,No
1439,25,Male,Travel_Rarely,9,2,Life Sciences,Married,Sales,Sales Representative,Yes
1440,37,Male,Non-Travel,5,2,Technical Degree,Single,Research & Development,Laboratory Technician,No
1441,56,Female,Travel_Rarely,1,2,Life Sciences,Married,Research & Development,Research Scientist,No
1443,47,Female,Travel_Rarely,2,4,Medical,Married,Research & Development,Research Director,No
1445,24,Female,Travel_Rarely,4,1,Medical,Married,Sales,Sales Executive,No
1446,32,Male,Travel_Rarely,7,5,Marketing,Married,Sales,Sales Executive,No
1447,34,Female,Travel_Rarely,1,3,Life Sciences,Married,Research & Development,Laboratory Technician,No
1448,41,Male,Travel_Rarely,5,5,Medical,Married,Research & Development,Research Scientist,No
1449,40,Male,Non-Travel,9,4,Other,Divorced,Research & Development,Laboratory Technician,No
1453,31,Male,Travel_Rarely,8,2,Life Sciences,Divorced,Sales,Sales Executive,No
1457,46,Male,Travel_Rarely,9,3,Marketing,Divorced,Sales,Sales Executive,Yes
1458,39,Female,Non-Travel,2,3,Life Sciences,Single,Research & Development,Laboratory Technician,Yes
1459,31,Female,Travel_Frequently,1,5,Life Sciences,Single,Research & Development,Manufacturing Director,Yes
1460,45,Male,Travel_Rarely,20,3,Medical,Divorced,Research & Development,Healthcare Representative,No
1461,31,Female,Travel_Rarely,8,2,Medical,Single,Human Resources,Human Resources,No
1464,31,Male,Travel_Frequently,2,3,Life Sciences,Married,Research & Development,Laboratory Technician,Yes
1465,45,Male,Travel_Rarely,29,3,Technical Degree,Married,Research & Development,Manufacturing Director,No
1466,48,Male,Travel_Rarely,7,3,Marketing,Divorced,Sales,Sales Executive,No
1467,34,Female,Travel_Rarely,9,4,Technical Degree,Married,Human Resources,Human Resources,Yes
1468,40,Male,Non-Travel,8,1,Medical,Divorced,Research & Development,Research Director,No
1469,28,Male,Travel_Rarely,5,3,Medical,Single,Sales,Sales Executive,No
1471,44,Male,Non-Travel,5,3,Life Sciences,Single,Research & Development,Laboratory Technician,No
1472,53,Male,Travel_Rarely,2,3,Medical,Single,Research & Development,Research Director,No
1473,49,Male,Travel_Rarely,5,4,Technical Degree,Married,Research & Development,Healthcare Representative,No
1474,40,Male,Travel_Rarely,2,3,Medical,Divorced,Research & Development,Research Scientist,No
1475,44,Male,Travel_Rarely,20,3,Life Sciences,Single,Research & Development,Research Scientist,No
1477,33,Male,Travel_Frequently,7,3,Medical,Married,Sales,Sales Executive,No
1478,34,Male,Travel_Rarely,3,3,Other,Single,Sales,Sales Executive,No
1479,30,Male,Travel_Rarely,16,1,Life Sciences,Married,Sales,Sales Executive,No
1480,42,Female,Travel_Frequently,9,2,Medical,Single,Research & Development,Laboratory Technician,No
1481,44,Female,Travel_Frequently,1,5,Marketing,Married,Sales,Sales Executive,No
1482,30,Male,Non-Travel,7,3,Technical Degree,Divorced,Research & Development,Research Scientist,No
1483,57,Male,Travel_Rarely,1,2,Life Sciences,Married,Research & Development,Research Scientist,No
1484,49,Male,Travel_Rarely,7,4,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
1485,34,Male,Travel_Frequently,15,3,Medical,Divorced,Research & Development,Research Director,No
1486,28,Male,Travel_Frequently,1,3,Technical Degree,Married,Sales,Sales Representative,Yes
1487,29,Female,Travel_Frequently,13,3,Technical Degree,Single,Sales,Sales Executive,Yes
1489,34,Female,Travel_Rarely,24,4,Medical,Single,Sales,Sales Executive,Yes
1492,35,Male,Travel_Rarely,7,1,Life Sciences,Married,Sales,Sales Representative,No
1494,24,Male,Travel_Frequently,9,3,Medical,Single,Research & Development,Laboratory Technician,Yes
1495,24,Female,Non-Travel,13,2,Life Sciences,Married,Sales,Sales Representative,No
1496,44,Male,Travel_Frequently,2,1,Medical,Single,Research & Development,Manufacturing Director,No
1497,29,Male,Travel_Rarely,19,3,Life Sciences,Divorced,Sales,Sales Executive,No
1499,30,Male,Travel_Rarely,1,3,Life Sciences,Divorced,Human Resources,Human Resources,No
1501,55,Male,Travel_Rarely,4,4,Life Sciences,Married,Research & Development,Healthcare Representative,No
1502,33,Female,Travel_Rarely,4,4,Medical,Married,Research & Development,Laboratory Technician,No
1503,47,Female,Travel_Rarely,14,3,Medical,Married,Sales,Sales Executive,No
1504,28,Male,Travel_Frequently,2,2,Medical,Single,Research & Development,Laboratory Technician,Yes
1506,28,Male,Travel_Rarely,1,3,Life Sciences,Divorced,Research & Development,Research Scientist,No
1507,28,Male,Travel_Frequently,7,3,Life Sciences,Single,Sales,Sales Executive,No
1509,49,Female,Travel_Rarely,3,2,Medical,Married,Research & Development,Laboratory Technician,No
1513,29,Female,Travel_Frequently,2,1,Life Sciences,Married,Research & Development,Laboratory Technician,No
1514,28,Male,Travel_Rarely,29,1,Life Sciences,Married,Research & Development,Manufacturing Director,No
1515,33,Male,Travel_Rarely,8,5,Life Sciences,Single,Research & Development,Healthcare Representative,No
1516,32,Male,Travel_Rarely,10,3,Medical,Single,Research & Development,Manager,No
1520,54,Female,Travel_Frequently,11,4,Medical,Divorced,Research & Development,Manager,No
1522,29,Male,Travel_Rarely,1,4,Technical Degree,Single,Research & Development,Research Scientist,Yes
1523,44,Male,Travel_Rarely,28,3,Life Sciences,Married,Research & Development,Research Director,No
1525,39,Female,Travel_Rarely,6,3,Life Sciences,Single,Research & Development,Manufacturing Director,No
1527,46,Female,Travel_Rarely,3,3,Life Sciences,Married,Sales,Manager,No
1529,35,Female,Travel_Rarely,16,3,Life Sciences,Single,Research & Development,Healthcare Representative,No
1533,23,Male,Travel_Rarely,20,1,Life Sciences,Single,Research & Development,Laboratory Technician,No
1534,40,Male,Travel_Rarely,9,4,Life Sciences,Single,Research & Development,Laboratory Technician,Yes
1535,34,Male,Travel_Rarely,1,3,Technical Degree,Married,Sales,Sales Executive,No
1537,31,Female,Travel_Frequently,3,3,Life Sciences,Single,Research & Development,Research Scientist,Yes
1539,50,Male,Travel_Frequently,22,5,Medical,Single,Research & Development,Research Director,No
1541,34,Male,Travel_Rarely,7,2,Technical Degree,Married,Sales,Sales Representative,No
1542,42,Male,Travel_Rarely,2,3,Medical,Married,Research & Development,Laboratory Technician,No
1543,37,Male,Travel_Rarely,13,3,Medical,Married,Research & Development,Research Scientist,No
1544,29,Female,Travel_Rarely,8,1,Other,Married,Research & Development,Healthcare Representative,No
1545,33,Male,Travel_Rarely,25,3,Life Sciences,Single,Research & Development,Manufacturing Director,No
1546,45,Male,Travel_Rarely,28,3,Technical Degree,Married,Research & Development,Research Scientist,No
1547,42,Male,Travel_Frequently,2,3,Life Sciences,Married,Research & Development,Healthcare Representative,No
1548,40,Male,Travel_Rarely,9,2,Medical,Married,Sales,Sales Executive,No
1549,33,Male,Travel_Rarely,28,4,Life Sciences,Married,Research & Development,Laboratory Technician,No
1550,40,Male,Travel_Rarely,6,2,Medical,Single,Human Resources,Manager,No
1551,24,Male,Travel_Rarely,21,2,Technical Degree,Divorced,Research & Development,Laboratory Technician,No
1552,40,Male,Non-Travel,8,2,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
1553,45,Male,Travel_Rarely,1,4,Technical Degree,Divorced,Research & Development,Healthcare Representative,No
1554,35,Female,Travel_Rarely,28,4,Life Sciences,Married,Sales,Sales Representative,No
1555,32,Female,Travel_Rarely,5,2,Life Sciences,Married,Research & Development,Research Scientist,No
1556,36,Male,Travel_Rarely,2,4,Life Sciences,Single,Sales,Sales Representative,No
1557,48,Female,Travel_Rarely,16,4,Life Sciences,Divorced,Sales,Sales Executive,No
1558,29,Male,Travel_Rarely,9,3,Life Sciences,Married,Research & Development,Research Scientist,No
1560,33,Male,Travel_Rarely,8,4,Life Sciences,Married,Sales,Sales Executive,No
1562,30,Male,Travel_Rarely,1,3,Life Sciences,Married,Sales,Sales Executive,Yes
1563,38,Male,Travel_Frequently,10,4,Human Resources,Married,Human Resources,Human Resources,No
1564,35,Male,Travel_Rarely,1,3,Medical,Single,Research & Development,Laboratory Technician,No
1568,30,Male,Travel_Rarely,29,4,Technical Degree,Married,Sales,Sales Executive,No
1569,35,Female,Travel_Rarely,2,3,Life Sciences,Divorced,Research & Development,Laboratory Technician,Yes
1572,53,Female,Travel_Rarely,2,5,Technical Degree,Married,Research & Development,Manufacturing Director,Yes
1573,38,Male,Travel_Rarely,2,3,Medical,Married,Research & Development,Manufacturing Director,Yes
1574,32,Male,Non-Travel,1,4,Technical Degree,Married,Research & Development,Research Scientist,No
1576,48,Female,Travel_Rarely,15,4,Other,Married,Research & Development,Research Scientist,No
1577,34,Male,Travel_Rarely,7,4,Medical,Single,Research & Development,Research Scientist,No
1578,55,Male,Travel_Rarely,26,5,Marketing,Married,Sales,Manager,No
1580,34,Male,Travel_Rarely,1,4,Life Sciences,Married,Research & Development,Research Scientist,No
1581,26,Female,Travel_Rarely,3,3,Life Sciences,Married,Research & Development,Research Scientist,No
1582,38,Male,Travel_Rarely,14,3,Life Sciences,Married,Sales,Sales Executive,No
1583,38,Female,Travel_Rarely,16,3,Life Sciences,Single,Sales,Sales Executive,No
1585,36,Female,Travel_Rarely,1,4,Life Sciences,Single,Sales,Sales Executive,No
1586,29,Male,Travel_Rarely,3,1,Medical,Single,Research & Development,Laboratory Technician,No
1587,35,Female,Travel_Rarely,10,4,Medical,Single,Research & Development,Healthcare Representative,No
1588,39,Male,Travel_Rarely,6,3,Medical,Married,Sales,Sales Executive,No
1590,29,Male,Travel_Frequently,2,1,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
1591,50,Male,Travel_Rarely,9,3,Marketing,Married,Sales,Manager,No
1592,23,Male,Travel_Rarely,10,3,Technical Degree,Married,Research & Development,Research Scientist,No
1594,36,Male,Travel_Frequently,6,4,Life Sciences,Married,Research & Development,Laboratory Technician,No
1595,42,Male,Travel_Rarely,9,2,Other,Single,Research & Development,Manager,No
1596,35,Male,Travel_Rarely,28,3,Life Sciences,Married,Research & Development,Laboratory Technician,No
1597,34,Male,Travel_Frequently,10,4,Technical Degree,Married,Research & Development,Healthcare Representative,No
1598,40,Female,Travel_Rarely,14,2,Life Sciences,Married,Sales,Sales Executive,No
1599,43,Male,Travel_Rarely,27,3,Technical Degree,Divorced,Research & Development,Laboratory Technician,No
1601,35,Male,Travel_Rarely,7,2,Life Sciences,Married,Research & Development,Laboratory Technician,No
1602,46,Male,Travel_Rarely,1,4,Life Sciences,Single,Sales,Manager,No
1604,28,Male,Travel_Rarely,24,3,Medical,Married,Research & Development,Laboratory Technician,Yes
1605,22,Female,Non-Travel,26,2,Other,Married,Research & Development,Research Scientist,No
1606,50,Male,Travel_Frequently,20,5,Medical,Married,Research & Development,Healthcare Representative,No
1607,32,Female,Travel_Rarely,5,4,Other,Married,Research & Development,Research Scientist,No
1608,44,Female,Travel_Rarely,7,3,Medical,Divorced,Research & Development,Research Director,No
1609,30,Male,Travel_Rarely,7,3,Medical,Married,Research & Development,Research Scientist,No
1611,45,Female,Travel_Rarely,5,5,Medical,Single,Research & Development,Laboratory Technician,No
1612,45,Male,Non-Travel,26,3,Marketing,Married,Sales,Sales Executive,No
1613,31,Male,Travel_Frequently,2,4,Other,Single,Sales,Sales Executive,No
1614,36,Female,Travel_Rarely,12,4,Life Sciences,Married,Research & Development,Manufacturing Director,No
1615,34,Male,Travel_Frequently,10,4,Life Sciences,Divorced,Research & Development,Manufacturing Director,No
1617,49,Female,Travel_Rarely,25,4,Life Sciences,Married,Research & Development,Laboratory Technician,No
1618,39,Male,Travel_Rarely,10,5,Medical,Married,Research & Development,Manufacturing Director,No
1619,27,Male,Travel_Rarely,19,3,Other,Divorced,Research & Development,Laboratory Technician,No
1621,35,Male,Travel_Rarely,18,5,Life Sciences,Married,Research & Development,Research Scientist,No
1622,28,Female,Travel_Rarely,27,3,Medical,Divorced,Research & Development,Manufacturing Director,No
1623,21,Male,Travel_Rarely,5,1,Medical,Single,Research & Development,Research Scientist,No
1624,18,Female,Travel_Frequently,3,2,Medical,Single,Sales,Sales Representative,Yes
1625,47,Female,Travel_Rarely,26,4,Life Sciences,Married,Human Resources,Manager,No
1627,39,Male,Travel_Rarely,3,2,Medical,Divorced,Research & Development,Laboratory Technician,No
1628,40,Female,Travel_Rarely,15,3,Life Sciences,Married,Research & Development,Manufacturing Director,No
1630,35,Female,Non-Travel,8,4,Life Sciences,Married,Research & Development,Healthcare Representative,No
1631,37,Male,Travel_Rarely,19,3,Life Sciences,Married,Research & Development,Manufacturing Director,No
1633,39,Female,Travel_Frequently,4,3,Medical,Single,Research & Development,Manufacturing Director,No
1635,45,Female,Travel_Rarely,2,2,Other,Divorced,Research & Development,Manufacturing Director,No
1638,38,Female,Travel_Rarely,2,2,Medical,Married,Research & Development,Manufacturing Director,No
1639,35,Male,Travel_Rarely,10,3,Medical,Married,Sales,Sales Executive,Yes
1640,37,Female,Travel_Rarely,10,3,Medical,Married,Research & Development,Research Scientist,No
1641,40,Female,Travel_Rarely,16,3,Life Sciences,Single,Research & Development,Manufacturing Director,No
1642,44,Male,Travel_Frequently,1,5,Human Resources,Married,Human Resources,Human Resources,No
1644,48,Male,Travel_Frequently,4,5,Medical,Married,Research & Development,Manager,No
1645,35,Male,Travel_Rarely,15,2,Medical,Divorced,Sales,Sales Executive,Yes
1646,24,Female,Travel_Frequently,2,1,Technical Degree,Single,Research & Development,Research Scientist,No
1647,27,Female,Travel_Rarely,8,3,Medical,Married,Research & Development,Research Scientist,No
1648,27,Male,Travel_Frequently,2,3,Medical,Single,Research & Development,Research Scientist,No
1649,40,Male,Travel_Rarely,7,3,Life Sciences,Single,Research & Development,Laboratory Technician,Yes
1650,29,Male,Travel_Rarely,10,3,Medical,Single,Sales,Sales Executive,No
1651,36,Female,Travel_Rarely,5,4,Life Sciences,Married,Research & Development,Healthcare Representative,No
1653,25,Male,Travel_Frequently,2,1,Life Sciences,Divorced,Research & Development,Manufacturing Director,No
1654,39,Male,Travel_Rarely,12,3,Medical,Married,Research & Development,Manufacturing Director,No
1655,49,Female,Travel_Rarely,22,4,Other,Married,Research & Development,Research Director,No
1656,50,Female,Travel_Rarely,17,5,Life Sciences,Divorced,Research & Development,Research Director,No
1657,20,Female,Travel_Rarely,2,3,Medical,Single,Sales,Sales Representative,No
1658,34,Female,Travel_Rarely,3,3,Life Sciences,Divorced,Research & Development,Research Scientist,No
1659,36,Male,Travel_Rarely,7,3,Life Sciences,Single,Research & Development,Laboratory Technician,No
1661,49,Female,Travel_Rarely,6,1,Life Sciences,Married,Research & Development,Healthcare Representative,No
1662,36,Female,Non-Travel,1,4,Medical,Married,Research & Development,Manufacturing Director,No
1664,36,Male,Travel_Rarely,3,2,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
1665,54,Female,Travel_Rarely,22,5,Medical,Married,Research & Development,Manager,No
1666,43,Male,Travel_Rarely,15,2,Life Sciences,Married,Research & Development,Research Director,No
1667,35,Male,Travel_Frequently,12,4,Other,Single,Sales,Sales Executive,Yes
1668,38,Male,Travel_Frequently,1,3,Life Sciences,Married,Research & Development,Research Scientist,No
1669,29,Male,Travel_Rarely,5,3,Medical,Divorced,Sales,Sales Executive,No
1670,33,Male,Travel_Rarely,2,4,Medical,Divorced,Sales,Sales Executive,No
1671,32,Male,Travel_Rarely,2,3,Medical,Divorced,Research & Development,Research Scientist,No
1673,31,Female,Travel_Rarely,5,4,Life Sciences,Married,Sales,Sales Executive,No
1674,49,Female,Travel_Rarely,16,3,Medical,Divorced,Research & Development,Laboratory Technician,No
1675,38,Female,Travel_Frequently,2,3,Medical,Single,Research & Development,Laboratory Technician,No
1676,47,Female,Travel_Rarely,2,4,Life Sciences,Divorced,Sales,Manager,No
1677,49,Male,Travel_Rarely,1,3,Life Sciences,Single,Research & Development,Manager,No
1678,41,Male,Travel_Rarely,23,2,Life Sciences,Single,Sales,Sales Executive,No
1680,20,Male,Travel_Rarely,9,1,Life Sciences,Single,Sales,Sales Representative,No
1681,33,Female,Non-Travel,16,3,Life Sciences,Divorced,Sales,Sales Executive,No
1682,36,Male,Travel_Rarely,26,4,Life Sciences,Married,Research & Development,Healthcare Representative,No
1683,44,Female,Travel_Rarely,1,3,Life Sciences,Divorced,Human Resources,Human Resources,No
1684,23,Male,Travel_Rarely,8,1,Medical,Single,Research & Development,Laboratory Technician,Yes
1687,38,Female,Travel_Rarely,4,2,Medical,Married,Research & Development,Laboratory Technician,No
1689,53,Male,Travel_Rarely,24,4,Medical,Married,Research & Development,Healthcare Representative,No
1691,48,Female,Travel_Frequently,7,2,Medical,Married,Sales,Sales Representative,Yes
1692,32,Male,Travel_Rarely,2,4,Life Sciences,Single,Research & Development,Laboratory Technician,Yes
1693,26,Male,Non-Travel,7,3,Medical,Single,Research & Development,Laboratory Technician,No
1694,55,Male,Travel_Rarely,22,3,Technical Degree,Divorced,Research & Development,Research Scientist,No
1696,34,Male,Travel_Rarely,5,2,Medical,Married,Research & Development,Laboratory Technician,No
1697,60,Male,Travel_Rarely,1,4,Medical,Divorced,Research & Development,Healthcare Representative,No
1698,33,Male,Travel_Rarely,21,3,Medical,Married,Research & Development,Laboratory Technician,No
1700,37,Male,Travel_Frequently,1,4,Medical,Divorced,Sales,Sales Executive,No
1701,34,Female,Travel_Rarely,19,3,Life Sciences,Married,Research & Development,Research Scientist,No
1702,23,Male,Travel_Rarely,7,3,Life Sciences,Divorced,Sales,Sales Representative,Yes
1703,44,Female,Travel_Rarely,2,3,Life Sciences,Married,Research & Development,Healthcare Representative,No
1704,35,Male,Travel_Frequently,2,4,Medical,Single,Research & Development,Research Scientist,No
1706,43,Male,Travel_Rarely,2,3,Medical,Married,Sales,Sales Executive,No
1707,24,Male,Travel_Rarely,9,3,Medical,Married,Research & Development,Research Scientist,No
1708,41,Male,Travel_Rarely,6,3,Marketing,Single,Sales,Sales Executive,No
1709,29,Female,Travel_Rarely,9,4,Medical,Married,Research & Development,Laboratory Technician,No
1710,36,Female,Travel_Rarely,2,4,Life Sciences,Single,Sales,Sales Representative,No
1712,45,Male,Non-Travel,1,1,Life Sciences,Married,Research & Development,Healthcare Representative,No
1714,24,Male,Travel_Rarely,22,1,Human Resources,Married,Human Resources,Human Resources,Yes
1716,47,Male,Travel_Frequently,9,3,Life Sciences,Married,Sales,Sales Executive,Yes
1718,26,Male,Travel_Rarely,17,4,Medical,Married,Research & Development,Laboratory Technician,No
1719,45,Female,Travel_Rarely,28,2,Technical Degree,Single,Research & Development,Research Director,No
1720,32,Male,Travel_Frequently,10,3,Life Sciences,Married,Research & Development,Research Scientist,No
1721,31,Male,Travel_Rarely,2,4,Life Sciences,Married,Research & Development,Laboratory Technician,No
1722,41,Male,Non-Travel,4,3,Human Resources,Married,Human Resources,Human Resources,No
1724,40,Female,Travel_Rarely,8,2,Life Sciences,Married,Research & Development,Manufacturing Director,No
1725,24,Male,Travel_Rarely,29,1,Medical,Divorced,Research & Development,Laboratory Technician,No
1727,46,Male,Travel_Rarely,13,4,Life Sciences,Single,Research & Development,Healthcare Representative,No
1728,35,Male,Travel_Rarely,27,4,Life Sciences,Married,Research & Development,Manufacturing Director,No
1729,30,Male,Travel_Rarely,16,1,Life Sciences,Married,Research & Development,Research Scientist,No
1731,47,Male,Non-Travel,2,4,Marketing,Married,Sales,Sales Executive,No
1732,46,Male,Travel_Rarely,2,3,Life Sciences,Divorced,Sales,Sales Executive,No
1733,36,Male,Travel_Rarely,13,5,Marketing,Divorced,Sales,Sales Executive,Yes
1734,32,Male,Travel_Rarely,1,2,Life Sciences,Single,Sales,Sales Executive,Yes
1735,23,Female,Travel_Rarely,4,1,Medical,Single,Research & Development,Laboratory Technician,No
1736,31,Female,Travel_Frequently,24,1,Technical Degree,Single,Research & Development,Manufacturing Director,No
1737,39,Male,Non-Travel,1,3,Life Sciences,Married,Research & Development,Laboratory Technician,No
1739,32,Male,Travel_Rarely,19,3,Life Sciences,Married,Sales,Sales Executive,No
1740,40,Male,Travel_Rarely,7,4,Medical,Single,Sales,Manager,No
1744,45,Female,Travel_Rarely,4,3,Life Sciences,Married,Human Resources,Human Resources,No
1745,30,Female,Travel_Frequently,2,4,Technical Degree,Single,Research & Development,Research Scientist,No
1746,24,Male,Travel_Frequently,10,3,Medical,Married,Human Resources,Human Resources,No
1747,30,Female,Travel_Frequently,8,3,Human Resources,Divorced,Human Resources,Human Resources,Yes
1749,31,Male,Travel_Rarely,5,3,Technical Degree,Married,Sales,Sales Executive,No
1751,27,Female,Travel_Rarely,8,3,Medical,Single,Research & Development,Research Scientist,No
1752,29,Female,Travel_Rarely,9,3,Marketing,Single,Sales,Sales Representative,Yes
1753,29,Male,Travel_Frequently,1,3,Life Sciences,Single,Research & Development,Healthcare Representative,No
1754,30,Male,Travel_Rarely,15,2,Marketing,Divorced,Sales,Sales Executive,No
1755,34,Male,Travel_Rarely,2,4,Medical,Married,Research & Development,Research Scientist,No
